Transaction_ID,Date,Category,Amount_INR,Payment_Method,Merchant,Description,Day_of_Week,Weekend,Month
TXN00041,2026-07-17,Transport,113.96,UPI,Bus,Public transport,Friday,No,2026-07
TXN00203,2025-12-22,Transport,57.33,UPI,Metro,Fuel,Monday,No,2025-12
TXN01140,2025-12-13,Groceries,367.3,UPI,Supermarket,Household supplies,Saturday,Yes,2025-12
TXN00070,2026-04-06,Shopping,570.75,Credit Card,Amazon,Household item,Monday,No,2026-04
TXN00131,2026-05-13,Education,477.13,UPI,Book Store,Books,Wednesday,No,2026-05
TXN00466,2025-11-25,Groceries,506.94,UPI,Supermarket,Household supplies,Tuesday,No,2025-11
TXN00301,2026-06-04,Groceries,2769.28,Cash,Local Grocery,Food supplies,Thursday,No,2026-06
TXN00898,2026-04-26,Food,245.4,UPI,Food Delivery,Breakfast,Sunday,Yes,2026-04
TXN00810,2026-03-03,Education,465.64,UPI,Book Store,College expense,Tuesday,No,2026-03
TXN00999,2026-08-22,Subscriptions,199.64,Cash,Spotify,Monthly subscription,Saturday,Yes,2026-08
TXN00192,2026-02-07,Entertainment,315.6,Cash,Gaming,Movie,Saturday,Yes,2026-02
TXN00502,2026-05-16,Bills,528.22,Debit Card,Mobile Provider,Electricity bill,Saturday,Yes,2026-05
TXN00635,2026-03-21,Transport,93.55,Cash,Cab,Public transport,Saturday,Yes,2026-03
TXN00911,2026-04-19,Entertainment,178.89,Credit Card,Gaming,Leisure,Sunday,Yes,2026-04
TXN00340,2026-08-15,Entertainment,142.23,UPI,Streaming,Movie,Saturday,Yes,2026-08
TXN00101,2026-01-14,Transport,124.13,Credit Card,Cab,Public transport,Wednesday,No,2026-01
TXN01195,2026-02-08,Health,156.15,Debit Card,Hospital,Doctor visit,Sunday,Yes,2026-02
TXN01054,2026-06-23,Food,194.01,Cash,Food Delivery,Snacks,Tuesday,No,2026-06
TXN00628,2025-11-09,Shopping,302.67,UPI,Amazon,Household item,Sunday,Yes,2025-11
TXN00434,2026-07-16,Food,137.7,Credit Card,Local Restaurant,Dinner,Thursday,No,2026-07
TXN00513,2025-11-04,Shopping,334.66,Net Banking,Flipkart,Online purchase,Tuesday,No,2025-11
TXN00919,2025-09-25,Food,215.57,Credit Card,Cafe,Lunch,Thursday,No,2025-09
TXN00991,2025-10-17,Subscriptions,182.68,Credit Card,Cloud Storage,Music plan,Friday,No,2025-10
TXN01046,2026-08-05,Bills,265.0,UPI,Internet Provider,Internet bill,Wednesday,No,2026-08
TXN00967,2026-04-08,Education,79.58,UPI,Online Course,Study material,Wednesday,No,2026-04
TXN00880,2026-02-27,Transport,126.52,Debit Card,Auto,Fuel,Friday,No,2026-02
TXN01052,2025-10-12,Shopping,315.58,Net Banking,Flipkart,Electronics,Sunday,Yes,2025-10
TXN00320,2026-06-13,Food,166.7,Credit Card,Food Delivery,Lunch,Saturday,Yes,2026-06
TXN00305,2026-01-06,Transport,109.08,UPI,Auto,Office/College travel,Tuesday,No,2026-01
TXN00719,2026-05-09,Groceries,441.06,UPI,Local Grocery,Vegetables,Saturday,Yes,2026-05
TXN00891,2026-02-01,Transport,147.55,Cash,Bus,Fuel,Sunday,Yes,2026-02
TXN00077,2026-05-29,Transport,115.9,UPI,Bus,Office/College travel,Friday,No,2026-05
TXN01066,2026-01-31,Food,144.69,Credit Card,Local Restaurant,Dinner,Saturday,Yes,2026-01
TXN00512,2026-07-20,Entertainment,204.04,Cash,Movie Theatre,Leisure,Monday,No,2026-07
TXN01139,2025-12-20,Groceries,267.07,UPI,Online Grocery,Household supplies,Saturday,Yes,2025-12
TXN00840,2025-12-31,Education,87.76,UPI,Online Course,Course fee,Wednesday,No,2025-12
TXN01029,2025-09-01,Food,220.37,UPI,Local Restaurant,Lunch,Monday,No,2025-09
TXN00283,2025-12-22,Groceries,461.09,Net Banking,Supermarket,Household supplies,Monday,No,2025-12
TXN00636,2026-08-12,Education,342.54,UPI,Learning Platform,Course fee,Wednesday,No,2026-08
TXN00599,2026-01-24,Food,271.06,Credit Card,Cafe,Breakfast,Saturday,Yes,2026-01
TXN00865,2026-04-27,Shopping,199.64,UPI,Amazon,Online purchase,Monday,No,2026-04
TXN00798,2026-07-05,Food,120.33,UPI,Local Restaurant,Breakfast,Sunday,Yes,2026-07
TXN00216,2025-10-23,Shopping,169.76,Debit Card,Amazon,Electronics,Thursday,No,2025-10
TXN00267,2026-01-18,Shopping,411.88,UPI,Local Store,Online purchase,Sunday,Yes,2026-01
TXN00373,2025-10-09,Food,139.24,UPI,Cafe,Breakfast,Thursday,No,2025-10
TXN00099,2026-08-10,Food,224.92,UPI,Street Food,Dinner,Monday,No,2026-08
TXN00503,2026-02-07,Groceries,147.86,Cash,Local Grocery,Supermarket,Saturday,Yes,2026-02
TXN00150,2025-09-29,Groceries,607.35,UPI,Online Grocery,Monthly groceries,Monday,No,2025-09
TXN00558,2026-08-21,Transport,164.22,Credit Card,Cab,Fuel,Friday,No,2026-08
TXN00679,2025-10-24,Transport,30.0,Cash,Metro,Public transport,Friday,No,2025-10
TXN00751,2026-03-21,Education,252.97,UPI,Learning Platform,Study material,Saturday,Yes,2026-03
TXN00294,2026-07-07,Transport,137.29,UPI,Fuel Station,Public transport,Tuesday,No,2026-07
TXN00711,2025-11-21,Subscriptions,301.72,UPI,Spotify,Music plan,Friday,No,2025-11
TXN00026,2025-09-22,Entertainment,103.73,Cash,Gaming,Leisure,Monday,No,2025-09
TXN00091,2025-10-11,Food,169.25,Debit Card,Cafe,Breakfast,Saturday,Yes,2025-10
TXN00336,2025-12-08,Entertainment,136.59,Cash,Event,Leisure,Monday,No,2025-12
TXN00782,2026-03-26,Food,119.13,UPI,Street Food,Coffee,Thursday,No,2026-03
TXN01070,2025-12-13,Food,220.6,UPI,Cafe,Breakfast,Saturday,Yes,2025-12
TXN01126,2026-08-26,Entertainment,263.61,Debit Card,Streaming,Movie,Wednesday,No,2026-08
TXN00505,2026-01-30,Travel,402.26,Cash,Travel Agency,Flight ticket,Friday,No,2026-01
TXN00591,2026-04-11,Bills,597.72,UPI,Internet Provider,Electricity bill,Saturday,Yes,2026-04
TXN00158,2026-06-11,Food,131.95,Net Banking,Local Restaurant,Dinner,Thursday,No,2026-06
TXN00583,2026-01-29,Food,202.42,UPI,Street Food,Snacks,Thursday,No,2026-01
TXN00868,2025-12-16,Food,169.45,UPI,Food Delivery,Lunch,Tuesday,No,2025-12
TXN00256,2026-06-25,Food,196.27,Net Banking,Street Food,Coffee,Thursday,No,2026-06
TXN00314,2025-10-21,Education,282.46,UPI,Learning Platform,Books,Tuesday,No,2025-10
TXN00895,2025-09-07,Food,193.67,UPI,Street Food,Dinner,Sunday,Yes,2025-09
TXN01105,2026-02-04,Groceries,396.91,Debit Card,Supermarket,Food supplies,Wednesday,No,2026-02
TXN00656,2025-10-28,Education,416.92,UPI,Book Store,College expense,Tuesday,No,2025-10
TXN00600,2026-04-27,Education,301.09,Cash,Online Course,Certification,Monday,No,2026-04
TXN00817,2025-10-23,Entertainment,106.25,UPI,Streaming,Event ticket,Thursday,No,2025-10
TXN00801,2026-08-01,Entertainment,102.9,UPI,Event,Movie,Saturday,Yes,2026-08
TXN00413,2025-10-23,Food,233.5,Credit Card,Food Delivery,Dinner,Thursday,No,2025-10
TXN01080,2026-02-04,Shopping,326.39,UPI,Amazon,Accessories,Wednesday,No,2026-02
TXN00808,2026-06-12,Groceries,220.61,Debit Card,Online Grocery,Supermarket,Friday,No,2026-06
TXN01135,2026-04-06,Transport,122.87,Net Banking,Metro,Public transport,Monday,No,2026-04
TXN00401,2026-01-28,Groceries,213.97,UPI,Supermarket,Vegetables,Wednesday,No,2026-01
TXN01063,2025-09-23,Groceries,231.33,UPI,Supermarket,Vegetables,Tuesday,No,2025-09
TXN00302,2026-07-01,Shopping,453.87,Credit Card,Amazon,Electronics,Wednesday,No,2026-07
TXN00696,2026-02-25,Food,131.14,UPI,Local Restaurant,Coffee,Wednesday,No,2026-02
TXN01180,2025-11-14,Education,399.63,Cash,Online Course,Study material,Friday,No,2025-11
TXN00724,2025-11-04,Transport,118.76,UPI,Bus,Daily commute,Tuesday,No,2025-11
TXN00627,2026-06-19,Subscriptions,283.89,Cash,Cloud Storage,Streaming plan,Friday,No,2026-06
TXN00933,2025-10-12,Groceries,426.84,UPI,Online Grocery,Vegetables,Sunday,Yes,2025-10
TXN00718,2026-04-30,Shopping,428.19,UPI,Amazon,Clothes,Thursday,No,2026-04
TXN00621,2026-08-08,Shopping,476.52,UPI,Local Store,Electronics,Saturday,Yes,2026-08
TXN00735,2026-07-12,Food,209.97,Cash,Street Food,Snacks,Sunday,Yes,2026-07
TXN00866,2025-10-26,Food,191.86,UPI,Street Food,Lunch,Sunday,Yes,2025-10
TXN00519,2025-09-12,Transport,55.62,Credit Card,Metro,Daily commute,Friday,No,2025-09
TXN00151,2025-10-06,Groceries,318.71,UPI,Local Grocery,Supermarket,Monday,No,2025-10
TXN01181,2026-06-21,Subscriptions,224.07,Credit Card,Cloud Storage,Music plan,Sunday,Yes,2026-06
TXN00189,2026-02-19,Transport,114.31,Cash,Metro,Office/College travel,Thursday,No,2026-02
TXN00380,2026-07-13,Transport,117.81,UPI,Fuel Station,Ride,Monday,No,2026-07
TXN00054,2026-08-12,Shopping,383.6,UPI,Local Store,Clothes,Wednesday,No,2026-08
TXN00834,2026-08-18,Groceries,221.55,UPI,Local Grocery,Monthly groceries,Tuesday,No,2026-08
TXN00245,2026-01-26,Subscriptions,191.81,UPI,Cloud Storage,Streaming plan,Monday,No,2026-01
TXN00432,2026-01-23,Groceries,243.22,Cash,Local Grocery,Vegetables,Friday,No,2026-01
TXN00335,2025-09-06,Health,30.0,UPI,Clinic,Doctor visit,Saturday,Yes,2025-09
TXN00156,2026-05-01,Food,107.27,UPI,Cafe,Breakfast,Friday,No,2026-05
TXN01166,2026-07-16,Groceries,308.47,Cash,Supermarket,Household supplies,Thursday,No,2026-07
TXN00108,2026-04-19,Groceries,378.16,UPI,Online Grocery,Vegetables,Sunday,Yes,2026-04
TXN00425,2026-07-05,Food,94.79,Debit Card,Street Food,Breakfast,Sunday,Yes,2026-07
TXN00281,2025-12-25,Groceries,331.2,UPI,Supermarket,Vegetables,Thursday,No,2025-12
TXN00081,2026-06-23,Groceries,534.4,UPI,Online Grocery,Supermarket,Tuesday,No,2026-06
TXN00154,2026-07-24,Entertainment,155.75,UPI,Streaming,Movie,Friday,No,2026-07
TXN00689,2025-12-31,Groceries,279.41,UPI,Online Grocery,Supermarket,Wednesday,No,2025-12
TXN00387,2026-01-20,Shopping,236.32,Cash,Clothing Store,Electronics,Tuesday,No,2026-01
TXN01053,2025-11-28,Groceries,377.62,Cash,Local Grocery,Monthly groceries,Friday,No,2025-11
TXN00851,2026-04-21,Food,205.41,UPI,Local Restaurant,Coffee,Tuesday,No,2026-04
TXN00650,2026-08-14,Bills,601.35,Credit Card,Mobile Provider,Mobile recharge,Friday,No,2026-08
TXN01170,2026-01-15,Bills,383.2,UPI,Internet Provider,Electricity bill,Thursday,No,2026-01
TXN00819,2026-01-04,Shopping,284.87,UPI,Amazon,Clothes,Sunday,Yes,2026-01
TXN00683,2026-07-27,Shopping,408.29,Debit Card,Amazon,Household item,Monday,No,2026-07
TXN00210,2025-10-24,Food,240.32,UPI,Local Restaurant,Coffee,Friday,No,2025-10
TXN00416,2025-09-05,Shopping,388.42,Credit Card,Clothing Store,Online purchase,Friday,No,2025-09
TXN00332,2026-04-08,Subscriptions,336.19,UPI,Software,Software plan,Wednesday,No,2026-04
TXN00789,2026-05-10,Food,129.76,UPI,Street Food,Dinner,Sunday,Yes,2026-05
TXN01192,2026-02-27,Entertainment,120.27,UPI,Streaming,Movie,Friday,No,2026-02
TXN00353,2025-09-18,Shopping,204.16,UPI,Clothing Store,Clothes,Thursday,No,2025-09
TXN01150,2025-12-01,Travel,431.61,UPI,Flight,Flight ticket,Monday,No,2025-12
TXN00243,2026-08-12,Shopping,233.02,Debit Card,Flipkart,Household item,Wednesday,No,2026-08
TXN00837,2025-12-02,Food,204.82,Cash,Local Restaurant,Dinner,Tuesday,No,2025-12
TXN00053,2026-05-23,Groceries,259.9,UPI,Local Grocery,Vegetables,Saturday,Yes,2026-05
TXN00178,2025-12-25,Entertainment,256.23,Debit Card,Event,Game,Thursday,No,2025-12
TXN00048,2026-06-01,Transport,154.84,UPI,Metro,Office/College travel,Monday,No,2026-06
TXN00879,2026-05-11,Subscriptions,214.98,Credit Card,Spotify,Monthly subscription,Monday,No,2026-05
TXN00791,2026-06-21,Groceries,328.17,UPI,Supermarket,Vegetables,Sunday,Yes,2026-06
TXN00355,2026-04-11,Food,299.0,UPI,Local Restaurant,Coffee,Saturday,Yes,2026-04
TXN00084,2026-04-25,Groceries,264.9,UPI,Online Grocery,Household supplies,Saturday,Yes,2026-04
TXN00616,2026-02-12,Subscriptions,133.66,UPI,Software,Streaming plan,Thursday,No,2026-02
TXN00456,2026-05-30,Food,304.18,UPI,Food Delivery,Breakfast,Saturday,Yes,2026-05
TXN00082,2026-04-01,Bills,398.75,UPI,Internet Provider,Internet bill,Wednesday,No,2026-04
TXN01119,2026-06-26,Health,300.87,Cash,Hospital,Medicine,Friday,No,2026-06
TXN01065,2026-01-21,Travel,159.67,Debit Card,Flight,Flight ticket,Wednesday,No,2026-01
TXN00400,2026-01-03,Food,198.32,Debit Card,Food Delivery,Lunch,Saturday,Yes,2026-01
TXN00574,2026-03-25,Food,190.38,Cash,Street Food,Lunch,Wednesday,No,2026-03
TXN00611,2026-06-10,Bills,132.34,UPI,Mobile Provider,Water bill,Wednesday,No,2026-06
TXN00370,2026-06-26,Subscriptions,176.4,UPI,Netflix,Cloud storage,Friday,No,2026-06
TXN00452,2025-12-27,Food,136.19,UPI,Local Restaurant,Breakfast,Saturday,Yes,2025-12
TXN00253,2026-01-07,Health,343.91,UPI,Pharmacy,Health checkup,Wednesday,No,2026-01
TXN01130,2025-09-23,Food,250.35,UPI,Local Restaurant,Snacks,Tuesday,No,2025-09
TXN01194,2026-08-10,Subscriptions,71.6,Debit Card,Software,Monthly subscription,Monday,No,2026-08
TXN01017,2026-05-23,Groceries,265.06,UPI,Supermarket,Household supplies,Saturday,Yes,2026-05
TXN00190,2026-01-30,Groceries,427.21,Credit Card,Supermarket,Supermarket,Friday,No,2026-01
TXN00958,2026-05-05,Food,221.33,Credit Card,Local Restaurant,Breakfast,Tuesday,No,2026-05
TXN00237,2026-03-06,Shopping,30.0,UPI,Local Store,Accessories,Friday,No,2026-03
TXN00552,2025-10-07,Food,180.88,UPI,Local Restaurant,Breakfast,Tuesday,No,2025-10
TXN00016,2026-01-09,Food,134.56,UPI,Local Restaurant,Dinner,Friday,No,2026-01
TXN00588,2026-02-28,Subscriptions,91.97,Credit Card,Software,Music plan,Saturday,Yes,2026-02
TXN01163,2026-03-01,Groceries,356.09,Cash,Local Grocery,Monthly groceries,Sunday,Yes,2026-03
TXN00110,2025-09-28,Entertainment,159.29,Credit Card,Event,Game,Sunday,Yes,2025-09
TXN00953,2026-08-16,Bills,519.99,UPI,Internet Provider,Mobile recharge,Sunday,Yes,2026-08
TXN00015,2026-01-30,Food,73.67,Debit Card,Street Food,Coffee,Friday,No,2026-01
TXN00409,2026-05-29,Subscriptions,135.1,UPI,Netflix,Streaming plan,Friday,No,2026-05
TXN01086,2026-06-16,Food,118.48,Cash,Cafe,Dinner,Tuesday,No,2026-06
TXN00812,2026-05-31,Transport,77.47,Cash,Bus,Public transport,Sunday,Yes,2026-05
TXN00896,2025-09-03,Groceries,451.02,UPI,Local Grocery,Supermarket,Wednesday,No,2025-09
TXN00639,2026-01-04,Groceries,643.96,UPI,Local Grocery,Monthly groceries,Sunday,Yes,2026-01
TXN00173,2026-04-19,Subscriptions,134.21,Credit Card,Cloud Storage,Software plan,Sunday,Yes,2026-04
TXN00514,2026-02-15,Travel,137.53,Credit Card,Hotel,Flight ticket,Sunday,Yes,2026-02
TXN00852,2025-09-12,Bills,236.46,UPI,Mobile Provider,Internet bill,Friday,No,2025-09
TXN00143,2025-10-22,Food,213.25,UPI,Cafe,Lunch,Wednesday,No,2025-10
TXN01113,2026-01-08,Entertainment,176.86,Credit Card,Streaming,Movie,Thursday,No,2026-01
TXN00660,2026-02-20,Groceries,446.08,UPI,Online Grocery,Supermarket,Friday,No,2026-02
TXN00993,2025-11-29,Entertainment,156.03,Credit Card,Streaming,Movie,Saturday,Yes,2025-11
TXN00768,2026-05-08,Groceries,229.21,UPI,Local Grocery,Food supplies,Friday,No,2026-05
TXN00593,2026-01-11,Bills,362.43,Credit Card,Water Bill,Mobile recharge,Sunday,Yes,2026-01
TXN00665,2026-04-01,Shopping,454.07,Net Banking,Local Store,Household item,Wednesday,No,2026-04
TXN00669,2026-02-11,Health,195.41,Debit Card,Hospital,Pharmacy,Wednesday,No,2026-02
TXN00291,2026-08-15,Travel,152.43,Debit Card,Flight,Travel booking,Saturday,Yes,2026-08
TXN00818,2026-03-24,Transport,74.86,Net Banking,Cab,Fuel,Tuesday,No,2026-03
TXN01043,2026-04-01,Health,230.9,Net Banking,Diagnostic Center,Medicine,Wednesday,No,2026-04
TXN00391,2026-07-19,Groceries,433.1,Cash,Online Grocery,Supermarket,Sunday,Yes,2026-07
TXN00830,2026-08-26,Groceries,189.24,UPI,Supermarket,Food supplies,Wednesday,No,2026-08
TXN00076,2026-07-01,Shopping,224.55,UPI,Clothing Store,Online purchase,Wednesday,No,2026-07
TXN00675,2026-07-02,Food,123.64,Cash,Food Delivery,Lunch,Thursday,No,2026-07
TXN01089,2025-11-25,Health,291.8,UPI,Diagnostic Center,Pharmacy,Tuesday,No,2025-11
TXN01149,2025-12-15,Shopping,2644.42,Debit Card,Amazon,Accessories,Monday,No,2025-12
TXN00497,2025-09-04,Food,207.71,Cash,Cafe,Snacks,Thursday,No,2025-09
TXN00385,2026-07-18,Shopping,326.67,Debit Card,Flipkart,Accessories,Saturday,Yes,2026-07
TXN01057,2025-12-13,Health,244.78,Debit Card,Pharmacy,Medicine,Saturday,Yes,2025-12
TXN00554,2026-03-02,Bills,3601.78,Credit Card,Mobile Provider,Utility payment,Monday,No,2026-03
TXN00966,2026-07-19,Groceries,410.61,UPI,Supermarket,Supermarket,Sunday,Yes,2026-07
TXN00959,2026-05-01,Food,123.94,Debit Card,Street Food,Snacks,Friday,No,2026-05
TXN01121,2025-11-08,Food,197.41,UPI,Food Delivery,Lunch,Saturday,Yes,2025-11
TXN00278,2025-10-24,Groceries,314.99,Cash,Online Grocery,Supermarket,Friday,No,2025-10
TXN00762,2025-10-04,Transport,124.73,Net Banking,Metro,Ride,Saturday,Yes,2025-10
TXN00430,2026-02-05,Transport,142.81,Credit Card,Fuel Station,Public transport,Thursday,No,2026-02
TXN00843,2025-09-05,Health,190.18,Net Banking,Hospital,Doctor visit,Friday,No,2025-09
TXN00206,2025-12-22,Health,30.52,Credit Card,Clinic,Doctor visit,Monday,No,2025-12
TXN00726,2026-04-12,Shopping,633.19,UPI,Flipkart,Clothes,Sunday,Yes,2026-04
TXN00252,2026-08-26,Health,250.32,Cash,Pharmacy,Medicine,Wednesday,No,2026-08
TXN00730,2026-08-07,Bills,579.78,Net Banking,Electricity Board,Internet bill,Friday,No,2026-08
TXN00831,2026-03-03,Shopping,358.25,UPI,Local Store,Household item,Tuesday,No,2026-03
TXN00239,2026-08-15,Food,170.5,Net Banking,Local Restaurant,Breakfast,Saturday,Yes,2026-08
TXN00415,2025-12-17,Education,356.23,UPI,Learning Platform,Study material,Wednesday,No,2025-12
TXN00163,2026-01-12,Groceries,359.81,UPI,Supermarket,,Monday,No,2026-01
TXN00232,2026-04-28,Transport,115.14,Credit Card,Bus,Public transport,Tuesday,No,2026-04
TXN01075,2025-11-06,Bills,301.59,UPI,Internet Provider,Utility payment,Thursday,No,2025-11
TXN00974,2025-11-01,Food,197.53,Credit Card,Local Restaurant,Coffee,Saturday,Yes,2025-11
TXN00094,2026-06-28,Entertainment,106.21,Cash,Streaming,Event ticket,Sunday,Yes,2026-06
TXN01197,2026-06-12,Food,168.47,Debit Card,Street Food,Snacks,Friday,No,2026-06
TXN00802,2025-09-30,Groceries,216.0,UPI,Supermarket,Vegetables,Tuesday,No,2025-09
TXN00221,2026-05-05,Groceries,616.17,Net Banking,Online Grocery,Monthly groceries,Tuesday,No,2026-05
TXN00007,2025-09-21,Food,187.94,Cash,Street Food,Coffee,Sunday,Yes,2025-09
TXN00538,2026-06-04,Bills,241.02,Debit Card,Mobile Provider,Internet bill,Thursday,No,2026-06
TXN01114,2025-12-04,Travel,589.48,Debit Card,Travel Agency,Hotel booking,Thursday,No,2025-12
TXN00078,2026-04-03,Subscriptions,272.23,UPI,Software,Monthly subscription,Friday,No,2026-04
TXN00165,2025-09-28,Groceries,220.17,UPI,Local Grocery,Food supplies,Sunday,Yes,2025-09
TXN00111,2026-01-13,Health,296.27,Credit Card,Clinic,Medicine,Tuesday,No,2026-01
TXN00462,2026-05-05,Subscriptions,151.35,UPI,Spotify,Monthly subscription,Tuesday,No,2026-05
TXN00870,2025-10-18,Education,189.51,Debit Card,Online Course,Certification,Saturday,Yes,2025-10
TXN00483,2025-09-23,Groceries,404.67,Credit Card,Supermarket,Monthly groceries,Tuesday,No,2025-09
TXN01013,2026-07-16,Groceries,344.0,UPI,Local Grocery,Monthly groceries,Thursday,No,2026-07
TXN00307,2026-02-23,Groceries,236.66,UPI,Supermarket,Supermarket,Monday,No,2026-02
TXN00809,2026-01-16,Groceries,474.63,Credit Card,Online Grocery,Household supplies,Friday,No,2026-01
TXN00088,2026-04-05,Entertainment,139.62,UPI,Movie Theatre,Streaming,Sunday,Yes,2026-04
TXN00645,2025-10-28,Transport,87.27,UPI,Metro,Public transport,Tuesday,No,2025-10
TXN00634,2025-11-30,Shopping,205.75,Cash,Amazon,Accessories,Sunday,Yes,2025-11
TXN00536,2025-11-14,Groceries,278.15,Debit Card,Online Grocery,Food supplies,Friday,No,2025-11
TXN01168,2026-01-27,Groceries,188.86,Credit Card,Online Grocery,Vegetables,Tuesday,No,2026-01
TXN00878,2026-08-21,Education,338.3,Cash,Book Store,College expense,Friday,No,2026-08
TXN00374,2026-02-17,Groceries,258.47,Cash,Local Grocery,Supermarket,Tuesday,No,2026-02
TXN01018,2025-10-08,Bills,458.03,Cash,Mobile Provider,Electricity bill,Wednesday,No,2025-10
TXN00905,2026-03-11,Shopping,194.05,UPI,Flipkart,Household item,Wednesday,No,2026-03
TXN01015,2026-07-26,Subscriptions,239.39,Debit Card,Spotify,Monthly subscription,Sunday,Yes,2026-07
TXN00926,2026-04-16,Transport,81.11,UPI,Bus,Ride,Thursday,No,2026-04
TXN00836,2026-02-02,Transport,119.5,Debit Card,Metro,Ride,Monday,No,2026-02
TXN00347,2026-03-10,Education,30.0,Net Banking,Learning Platform,Course fee,Tuesday,No,2026-03
TXN00052,2026-04-30,Groceries,231.51,UPI,Local Grocery,Household supplies,Thursday,No,2026-04
TXN00653,2026-07-09,Transport,41.05,UPI,Metro,Ride,Thursday,No,2026-07
TXN00816,2026-05-20,Subscriptions,78.52,Credit Card,Cloud Storage,Monthly subscription,Wednesday,No,2026-05
TXN01072,2025-10-09,Groceries,562.7,UPI,Online Grocery,Monthly groceries,Thursday,No,2025-10
TXN00727,2026-04-27,Education,397.08,UPI,Book Store,Books,Monday,No,2026-04
TXN00311,2025-10-08,Education,387.41,Credit Card,College Fee,Study material,Wednesday,No,2025-10
TXN00725,2026-01-24,Groceries,629.39,Debit Card,Supermarket,Supermarket,Saturday,Yes,2026-01
TXN00790,2026-04-14,Bills,642.45,UPI,Mobile Provider,Electricity bill,Tuesday,No,2026-04
TXN00187,2026-07-04,Groceries,653.93,Debit Card,Local Grocery,Food supplies,Saturday,Yes,2026-07
TXN00093,2025-09-15,Subscriptions,152.58,Debit Card,Cloud Storage,Software plan,Monday,No,2025-09
TXN01189,2026-03-01,Transport,91.92,UPI,Bus,Ride,Sunday,Yes,2026-03
TXN00473,2026-04-26,Entertainment,127.35,UPI,Event,Game,Sunday,Yes,2026-04
TXN01133,2026-06-29,Transport,127.5,Debit Card,Auto,Ride,Monday,No,2026-06
TXN01193,2026-03-17,Bills,388.18,Credit Card,Mobile Provider,Water bill,Tuesday,No,2026-03
TXN00339,2026-06-07,Groceries,326.46,Cash,Supermarket,Supermarket,Sunday,Yes,2026-06
TXN00468,2026-06-12,Groceries,348.7,UPI,Local Grocery,Food supplies,Friday,No,2026-06
TXN00327,2025-10-05,Groceries,130.08,Debit Card,Supermarket,Monthly groceries,Sunday,Yes,2025-10
TXN00702,2026-03-11,Food,149.51,Cash,Food Delivery,Snacks,Wednesday,No,2026-03
TXN00440,2025-12-26,Bills,196.93,UPI,Mobile Provider,Water bill,Friday,No,2025-12
TXN00530,2025-11-29,Transport,131.11,UPI,Auto,Public transport,Saturday,Yes,2025-11
TXN00182,2026-03-17,Transport,135.97,UPI,Auto,Public transport,Tuesday,No,2026-03
TXN00379,2025-09-13,Education,468.97,UPI,Book Store,Certification,Saturday,Yes,2025-09
TXN00927,2025-12-20,Travel,1977.09,UPI,Hotel,Flight ticket,Saturday,Yes,2025-12
TXN00188,2026-04-22,Groceries,325.38,Net Banking,Supermarket,Supermarket,Wednesday,No,2026-04
TXN00414,2025-10-30,Food,211.87,Cash,Cafe,Breakfast,Thursday,No,2025-10
TXN01028,2025-10-05,Food,8790.72,Cash,Cafe,Breakfast,Sunday,Yes,2025-10
TXN00447,2025-09-01,Food,261.02,Debit Card,Food Delivery,Coffee,Monday,No,2025-09
TXN00155,2026-03-06,Shopping,355.99,UPI,Flipkart,Online purchase,Friday,No,2026-03
TXN00772,2026-07-03,Education,398.72,UPI,Online Course,Certification,Friday,No,2026-07
TXN01058,2025-09-14,Food,222.36,Debit Card,Food Delivery,Coffee,Sunday,Yes,2025-09
TXN01050,2025-11-28,Subscriptions,146.44,Cash,Netflix,Monthly subscription,Friday,No,2025-11
TXN00796,2026-08-01,Transport,160.7,Debit Card,Metro,Daily commute,Saturday,Yes,2026-08
TXN00957,2026-01-15,Travel,1089.12,UPI,Travel Agency,Train ticket,Thursday,No,2026-01
TXN00046,2026-07-26,Food,228.6,Debit Card,Cafe,Lunch,Sunday,Yes,2026-07
TXN00455,2026-04-25,Groceries,498.43,UPI,Online Grocery,Food supplies,Saturday,Yes,2026-04
TXN00067,2026-05-18,Groceries,323.8,UPI,Supermarket,Monthly groceries,Monday,No,2026-05
TXN00885,2026-04-02,Education,439.06,Debit Card,Online Course,Certification,Thursday,No,2026-04
TXN00257,2025-12-08,Transport,69.97,Cash,Metro,Ride,Monday,No,2025-12
TXN00587,2025-12-18,Food,8925.51,Cash,Street Food,Breakfast,Thursday,No,2025-12
TXN00511,2026-05-26,Groceries,395.74,Credit Card,Supermarket,Supermarket,Tuesday,No,2026-05
TXN01160,2025-12-10,Transport,139.89,UPI,Metro,Office/College travel,Wednesday,No,2025-12
TXN00862,2025-10-17,Shopping,425.77,UPI,Flipkart,Online purchase,Friday,No,2025-10
TXN00477,2025-10-09,Entertainment,141.9,Credit Card,Event,Game,Thursday,No,2025-10
TXN00487,2026-07-22,Food,70.25,Cash,Food Delivery,Snacks,Wednesday,No,2026-07
TXN00640,2026-02-20,Shopping,230.36,Debit Card,Local Store,Electronics,Friday,No,2026-02
TXN00595,2026-04-03,Food,142.42,UPI,Street Food,Coffee,Friday,No,2026-04
TXN01171,2026-03-21,Food,259.0,UPI,Local Restaurant,Breakfast,Saturday,Yes,2026-03
TXN00051,2025-09-14,Travel,868.13,UPI,Train,Travel booking,Sunday,Yes,2025-09
TXN00575,2026-04-11,Entertainment,79.19,UPI,Event,Streaming,Saturday,Yes,2026-04
